"Customer ID","Age","Gender","Purchase Amount (USD)","Item Purchased","Category","Size","Color","Season","Location","Frequency of Purchases","Previous Purchases","Shipping Type","Payment Method","Promo Code Used","Subscription Status","Rating Category","Rating"
"988","62","Male","47","Handbag","Accessories","M","Charcoal","Summer","West Virginia","Weekly","48","Express","Paypal","True","True","Low","2.8"
"989","50","Male","84","Pants","Clothing","M","Orange","Winter","Ohio","Fortnightly","47","2-Day Shipping","Paypal","True","True","High","4.9"
"990","70","Male","31","Shoes","Footwear","M","Beige","Spring","Texas","Monthly","2","Store Pickup","Bank Transfer","True","True","Low","3.1"
"991","48","Male","63","Sunglasses","Accessories","S","Yellow","Spring","Washington","Weekly","24","Store Pickup","Cash","True","True","High","4.8"
"992","20","Male","97","Shorts","Clothing","Xl","White","Spring","Wisconsin","Bi-Weekly","40","Standard","Bank Transfer","True","True","Low","2.7"
"993","46","Male","99","Jacket","Outerwear","M","Gray","Winter","Louisiana","Weekly","50","Express","Debit Card","True","True","High","4.6"
"994","51","Male","90","Sandals","Footwear","M","Peach","Winter","Iowa","Weekly","25","Store Pickup","Cash","True","True","Medium","4.4"
"995","53","Male","68","Shoes","Footwear","L","Violet","Fall","New York","Monthly","20","Express","Debit Card","True","True","Low","3.2"
"996","44","Male","80","Jewelry","Accessories","M","Magenta","Spring","Idaho","Weekly","10","2-Day Shipping","Venmo","True","True","Low","3.0"
"997","29","Male","91","Sandals","Footwear","L","Maroon","Summer","Delaware","Quarterly","32","Standard","Bank Transfer","True","True","High","4.9"
"998","64","Male","30","Pants","Clothing","M","Cyan","Spring","Kentucky","Fortnightly","31","Express","Cash","True","True","Medium","3.6"
"999","51","Male","90","Shoes","Footwear","M","White","Spring","Connecticut","Bi-Weekly","48","Next Day Air","Bank Transfer","True","True","Medium","3.8"
"1000","50","Male","28","Socks","Clothing","L","Brown","Spring","New Mexico","Monthly","23","Standard","Debit Card","True","True","Low","2.9"
"1001","43","Male","46","Socks","Clothing","M","Red","Winter","Georgia","Bi-Weekly","1","Express","Bank Transfer","True","True","Medium","3.9"
"1002","61","Male","60","Dress","Clothing","M","Orange","Fall","Washington","Fortnightly","4","Standard","Debit Card","True","True","Medium","3.6"
"1003","55","Male","59","Shoes","Footwear","M","White","Spring","North Dakota","Bi-Weekly","3","Store Pickup","Bank Transfer","True","True","Low","3.5"
"1004","56","Male","68","Hat","Accessories","M","Green","Fall","Ohio","Bi-Weekly","3","Store Pickup","Cash","True","True","Medium","4.0"
"1005","33","Male","79","Backpack","Accessories","M","Black","Summer","Tennessee","Annually","44","2-Day Shipping","Cash","True","True","High","4.8"
"1006","43","Male","94","Backpack","Accessories","M","Gold","Winter","New York","Bi-Weekly","5","Store Pickup","Debit Card","True","True","Medium","3.9"
"1007","21","Male","83","Pants","Clothing","S","Lavender","Summer","Michigan","Quarterly","50","Next Day Air","Venmo","True","True","Medium","4.5"
"1008","58","Male","62","Gloves","Accessories","Xl","Turquoise","Spring","Georgia","Annually","2","Standard","Credit Card","True","True","High","4.8"
"1009","41","Male","85","Scarf","Accessories","M","Pink","Spring","New Mexico","Annually","29","Store Pickup","Paypal","True","True","Low","2.6"
"1010","39","Male","30","Hoodie","Clothing","M","Silver","Summer","Louisiana","Annually","11","Express","Venmo","True","True","Low","3.1"
"1011","54","Male","24","Jeans","Clothing","Xl","Gray","Spring","South Dakota","Fortnightly","37","2-Day Shipping","Credit Card","True","True","High","4.7"
"1012","43","Male","25","Backpack","Accessories","L","Indigo","Spring","Montana","Fortnightly","32","Next Day Air","Debit Card","True","True","Low","2.9"
"1013","28","Male","37","Sandals","Footwear","L","Teal","Summer","New Mexico","Annually","27","Express","Credit Card","True","True","Medium","3.8"
"1014","59","Male","69","Belt","Accessories","Xl","Green","Summer","South Carolina","Bi-Weekly","31","2-Day Shipping","Venmo","True","True","Medium","3.8"
"1015","28","Male","97","Shoes","Footwear","M","Violet","Summer","Ohio","Fortnightly","36","Standard","Debit Card","True","True","Low","3.0"
"1016","68","Male","24","Gloves","Accessories","M","Cyan","Summer","North Carolina","Weekly","34","Standard","Cash","True","True","Medium","4.1"
"1017","20","Male","30","Belt","Accessories","Xl","Blue","Summer","Idaho","Every 3 Months","15","Express","Bank Transfer","True","True","Low","3.4"
"1018","21","Male","53","Jacket","Outerwear","L","Orange","Fall","Oklahoma","Annually","14","Express","Credit Card","True","True","Low","2.5"
"1019","50","Male","70","Dress","Clothing","Xl","Charcoal","Spring","Georgia","Weekly","46","Next Day Air","Cash","True","True","High","4.9"
"1020","32","Male","76","Shirt","Clothing","S","Beige","Winter","Kentucky","Bi-Weekly","33","Standard","Venmo","True","True","Low","2.8"
"1021","24","Male","95","Scarf","Accessories","M","Black","Fall","Delaware","Annually","41","Express","Debit Card","True","True","Medium","4.5"
"1022","55","Male","51","Coat","Outerwear","S","Lavender","Winter","Massachusetts","Weekly","39","2-Day Shipping","Paypal","True","True","High","4.9"
"1023","61","Male","41","Handbag","Accessories","M","Lavender","Winter","Nebraska","Annually","7","Store Pickup","Cash","True","True","High","4.9"
"1024","61","Male","71","Sunglasses","Accessories","S","Turquoise","Winter","Maine","Every 3 Months","29","Free Shipping","Bank Transfer","True","True","Low","3.5"
"1025","28","Male","66","T-Shirt","Clothing","M","Purple","Summer","Pennsylvania","Quarterly","18","Free Shipping","Venmo","True","True","Low","3.5"
"1026","60","Male","84","Shirt","Clothing","M","Olive","Winter","Nebraska","Annually","15","Free Shipping","Credit Card","True","True","High","4.9"
"1027","49","Male","95","Handbag","Accessories","L","Turquoise","Winter","Virginia","Bi-Weekly","39","Express","Paypal","True","True","Low","3.0"
"1028","33","Male","90","Jewelry","Accessories","L","Teal","Summer","Ohio","Monthly","11","Next Day Air","Cash","True","True","Low","2.8"
"1029","45","Male","36","Hoodie","Clothing","S","Lavender","Summer","Nebraska","Fortnightly","4","Standard","Cash","True","True","Medium","3.7"
"1030","29","Male","22","Gloves","Accessories","M","Purple","Spring","Ohio","Bi-Weekly","33","2-Day Shipping","Venmo","True","True","Medium","3.6"
"1031","58","Male","89","Coat","Outerwear","L","Blue","Winter","Kentucky","Quarterly","37","Next Day Air","Debit Card","True","True","Low","3.3"
"1032","22","Male","50","Sandals","Footwear","M","Teal","Spring","Tennessee","Quarterly","32","Free Shipping","Cash","True","True","Low","3.4"
"1033","55","Male","36","Boots","Footwear","M","Lavender","Fall","Maine","Quarterly","44","Free Shipping","Credit Card","True","True","Medium","4.0"
"1034","19","Male","52","Pants","Clothing","S","Silver","Spring","Montana","Quarterly","41","Free Shipping","Bank Transfer","True","True","High","4.6"
"1035","68","Male","29","Socks","Clothing","M","Olive","Fall","Maryland","Weekly","44","Next Day Air","Bank Transfer","True","True","Medium","4.2"
"1036","61","Male","89","Blouse","Clothing","M","Brown","Fall","Georgia","Annually","32","Express","Venmo","True","True","Low","2.8"
"1037","68","Male","47","Handbag","Accessories","M","Yellow","Fall","Hawaii","Monthly","13","2-Day Shipping","Bank Transfer","True","True","Medium","3.7"
"1038","52","Male","25","Jewelry","Accessories","Xl","Brown","Spring","Rhode Island","Quarterly","48","Standard","Debit Card","True","True","Low","3.4"
"1039","41","Male","74","Pants","Clothing","Xl","Cyan","Fall","Nebraska","Weekly","3","Express","Bank Transfer","True","True","Low","3.0"
"1040","29","Male","46","Belt","Accessories","M","Magenta","Fall","Michigan","Monthly","39","Standard","Venmo","True","True","High","4.8"
"1041","68","Male","22","Jeans","Clothing","S","Magenta","Fall","North Carolina","Fortnightly","7","Next Day Air","Cash","True","True","Medium","4.0"
"1042","36","Male","25","Shirt","Clothing","M","Orange","Summer","Minnesota","Fortnightly","11","Next Day Air","Cash","True","True","High","4.9"
"1043","55","Male","80","Belt","Accessories","M","Maroon","Spring","Maryland","Weekly","47","Next Day Air","Credit Card","True","True","High","4.9"
"1044","28","Male","76","Jeans","Clothing","M","Green","Spring","Hawaii","Fortnightly","28","2-Day Shipping","Debit Card","True","True","Low","3.3"
"1045","39","Male","30","Jeans","Clothing","L","Teal","Summer","Oregon","Every 3 Months","17","Next Day Air","Bank Transfer","True","True","Medium","4.4"
"1046","54","Male","79","Sweater","Clothing","L","Black","Fall","New Mexico","Bi-Weekly","11","2-Day Shipping","Paypal","True","True","Low","3.5"
"1047","40","Male","22","Sneakers","Footwear","M","Magenta","Winter","Illinois","Annually","12","Standard","Venmo","True","True","Medium","4.2"
"1048","31","Male","36","Socks","Clothing","S","Olive","Fall","Utah","Fortnightly","7","Standard","Credit Card","True","True","Medium","4.2"
"1049","30","Male","77","Socks","Clothing","L","Yellow","Fall","Maine","Fortnightly","19","Standard","Venmo","True","True","Low","2.7"
"1050","45","Male","33","Sunglasses","Accessories","S","Purple","Fall","Virginia","Quarterly","24","Store Pickup","Cash","True","True","Low","2.8"
"1051","48","Male","64","Sneakers","Footwear","M","Beige","Winter","Florida","Monthly","19","Next Day Air","Venmo","True","True","Medium","3.8"
"1052","45","Male","53","Socks","Clothing","M","Indigo","Fall","Ohio","Annually","39","Free Shipping","Paypal","True","True","Low","2.6"
"1053","60","Male","36","Shoes","Footwear","Xl","Pink","Fall","Virginia","Fortnightly","1","2-Day Shipping","Credit Card","True","True","Low","3.0"
"1054","59","Male","70","Blouse","Clothing","M","Blue","Spring","Kansas","Bi-Weekly","10","2-Day Shipping","Debit Card","True","False","Low","3.3"
"1055","18","Male","96","Shorts","Clothing","L","Cyan","Winter","Arkansas","Quarterly","48","Express","Paypal","True","False","High","4.9"
"1056","70","Male","27","Jacket","Outerwear","M","Orange","Spring","Massachusetts","Annually","24","Next Day Air","Debit Card","True","False","Low","3.3"
"1057","20","Male","64","Sweater","Clothing","L","Black","Winter","Idaho","Fortnightly","42","2-Day Shipping","Venmo","True","False","Low","2.9"
"1058","65","Male","23","Jacket","Outerwear","S","Maroon","Spring","Wisconsin","Weekly","20","2-Day Shipping","Credit Card","True","False","Medium","4.4"
"1059","29","Male","33","Scarf","Accessories","L","Violet","Summer","New Mexico","Every 3 Months","49","Next Day Air","Bank Transfer","True","False","Low","3.1"
"1060","22","Male","34","Jacket","Outerwear","M","Beige","Winter","North Carolina","Monthly","25","Standard","Debit Card","True","False","Low","2.5"
"1061","27","Male","35","Sweater","Clothing","S","Gray","Summer","Iowa","Every 3 Months","21","Next Day Air","Debit Card","True","False","Low","2.6"
"1062","36","Male","62","Coat","Outerwear","M","Gray","Summer","Idaho","Every 3 Months","12","Free Shipping","Venmo","True","False","Medium","4.4"
"1063","59","Male","75","Boots","Footwear","M","Brown","Fall","Ohio","Every 3 Months","21","Next Day Air","Debit Card","True","False","Low","2.6"
"1064","62","Male","29","Hoodie","Clothing","S","Indigo","Summer","Alabama","Monthly","35","Free Shipping","Cash","True","False","Low","3.3"
"1065","34","Male","28","Hat","Accessories","M","Violet","Spring","Wyoming","Every 3 Months","42","Express","Credit Card","True","False","Low","3.5"
"1066","59","Male","20","T-Shirt","Clothing","Xl","Blue","Spring","Alabama","Every 3 Months","3","Store Pickup","Paypal","True","False","Medium","4.1"
"1067","49","Male","96","Coat","Outerwear","M","Red","Winter","Mississippi","Bi-Weekly","11","Store Pickup","Paypal","True","False","Medium","4.0"
"1068","18","Male","43","Dress","Clothing","S","Peach","Summer","Pennsylvania","Quarterly","22","2-Day Shipping","Paypal","True","False","Low","2.7"
"1069","55","Male","94","Shirt","Clothing","M","Olive","Fall","Wyoming","Weekly","47","Standard","Credit Card","True","False","Low","2.5"
"1070","38","Male","81","Skirt","Clothing","Xl","White","Fall","Maryland","Every 3 Months","33","Next Day Air","Venmo","True","False","Medium","4.3"
"1071","50","Male","75","Jewelry","Accessories","M","Magenta","Summer","North Carolina","Weekly","50","Free Shipping","Debit Card","True","False","Low","3.3"
"1072","61","Male","81","Hat","Accessories","M","Beige","Summer","Pennsylvania","Monthly","46","Express","Credit Card","True","False","Low","2.6"
"1073","48","Male","92","Shorts","Clothing","L","Gold","Fall","Idaho","Fortnightly","34","Express","Debit Card","True","False","Low","3.5"
"1074","22","Male","96","Scarf","Accessories","Xl","Purple","Spring","California","Monthly","33","Store Pickup","Credit Card","True","False","Medium","4.0"
"1075","48","Male","71","Jewelry","Accessories","S","White","Fall","Tennessee","Fortnightly","45","Standard","Bank Transfer","True","False","Low","2.6"
"1076","57","Male","50","Sunglasses","Accessories","L","Indigo","Summer","Missouri","Bi-Weekly","32","Next Day Air","Debit Card","True","False","High","4.9"
"1077","33","Male","72","Coat","Outerwear","L","Charcoal","Spring","North Dakota","Bi-Weekly","47","Standard","Venmo","True","False","Low","2.9"
"1078","58","Male","28","Jacket","Outerwear","M","Pink","Winter","West Virginia","Quarterly","5","Standard","Paypal","True","False","Medium","3.7"
"1079","37","Male","59","Sweater","Clothing","M","Silver","Fall","Arizona","Fortnightly","49","Express","Credit Card","True","False","Medium","4.4"
"1080","18","Male","33","Coat","Outerwear","S","Blue","Summer","Oklahoma","Monthly","48","Free Shipping","Bank Transfer","True","False","Medium","4.4"
"1081","65","Male","59","Scarf","Accessories","L","Blue","Fall","Pennsylvania","Every 3 Months","22","Express","Cash","True","False","Medium","3.8"
"1082","62","Male","30","Belt","Accessories","Xl","Brown","Spring","Idaho","Annually","45","Standard","Credit Card","True","False","Medium","4.5"
"1083","54","Male","85","Hat","Accessories","Xl","Cyan","Winter","South Carolina","Quarterly","30","Next Day Air","Venmo","True","False","Low","2.6"
"1084","35","Male","97","Backpack","Accessories","L","Teal","Summer","Washington","Weekly","43","Store Pickup","Cash","True","False","Low","3.3"
"1085","34","Male","36","T-Shirt","Clothing","S","Purple","Fall","Arkansas","Quarterly","48","Next Day Air","Cash","True","False","Medium","4.1"
"1086","25","Male","85","Jewelry","Accessories","M","Turquoise","Winter","Utah","Fortnightly","23","Store Pickup","Venmo","True","False","Low","3.0"
"1087","53","Male","62","Sunglasses","Accessories","M","Olive","Winter","Alaska","Bi-Weekly","27","Free Shipping","Paypal","True","False","Low","3.0"
"1088","45","Male","71","Jeans","Clothing","S","White","Winter","West Virginia","Monthly","7","Next Day Air","Bank Transfer","True","False","Low","3.4"
"1089","49","Male","21","Pants","Clothing","M","Turquoise","Winter","Louisiana","Weekly","2","Free Shipping","Paypal","True","False","Low","2.7"
"1090","40","Male","61","Backpack","Accessories","M","Silver","Spring","Arizona","Bi-Weekly","33","Next Day Air","Paypal","True","False","Medium","3.8"
"1091","38","Male","58","Scarf","Accessories","M","Violet","Spring","Connecticut","Fortnightly","27","Store Pickup","Cash","True","False","Medium","4.2"
"1092","44","Male","80","Sweater","Clothing","L","Lavender","Spring","North Carolina","Fortnightly","6","Store Pickup","Credit Card","True","False","High","4.7"
